"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"7162","2.46652864","0.00657404","0.40542809","0.28953655","92","6","false","ICAM1","62.80434783","92","0","0","0.83705237","false","0","ICAM1","303250","0.0814442"
"7164","2.42097999","0.02130168","0.41305587","0.13791491","93","5","false","RAB7A","37.23655914","93","0","0","0.84211333","false","0","RAB7A","638520","0.04618586"
"7166","2.46100759","0.00530282","0.40633763","0.26421053","76","6","false","PXN","61.43421053","76","0","0","0.83766582","false","0","PXN","241746","0.07804454"
"7168","2.68322981","9.8062E-4","0.37268519","0.39206349","36","6","false","BCL2A1","74.80555556","36","0","0","0.81297447","false","0","BCL2A1","49346","0.1289751"
"7171","2.51069703","0.00559355","0.39829577","0.23268112","62","6","false","IQGAP1","54.43548387","62","0","0","0.83214477","false","0","IQGAP1","207642","0.07376082"
"7173","2.57142857","0.00322516","0.38888889","0.32057823","49","5","false","MAP1LC3B","56.02040816","49","0","0","0.82539683","false","0","MAP1LC3B","155984","0.08238295"
"7175","2.75017253","5.2134E-4","0.36361355","0.48571429","35","6","false","IFNAR1","71.34285714","35","0","0","0.80553639","false","0","IFNAR1","34250","0.13934152"
"7177","2.57902001","0.00495068","0.38774418","0.28512658","80","6","false","FCGR2A","59.8625","80","0","0","0.82455333","false","0","FCGR2A","228794","0.09191628"
"7179","3.03243616","8.03E-6","0.32976787","0.5","5","6","false","S100A11","80.8","5","0","0","0.77417376","false","0","S100A11","298","0.28251748"
"7181","2.61697723","0.0017545","0.38212025","0.32668882","43","6","false","RHOB","62.58139535","43","0","0","0.82033586","false","0","RHOB","82248","0.09740636"
"7184","2.80676329","0.00376879","0.35628227","0.27126437","30","6","false","ATP6V1A","31.76666667","30","0","0","0.79924852","false","0","ATP6V1A","104966","0.07238749"
"7187","2.65010352","0.00483194","0.37734375","0.31377551","49","6","false","PAK1","54.67346939","49","0","0","0.81665516","false","0","PAK1","172724","0.09033564"
"7189","2.67770876","0.00112588","0.37345361","0.41176471","34","5","false","ATG3","53.91176471","34","0","0","0.81358792","false","0","ATG3","59652","0.0938717"
"7191","2.57556936","0.00611257","0.38826367","0.23076923","52","6","false","GNAQ","53.42307692","52","0","0","0.82493674","false","0","GNAQ","221452","0.07908832"
"7194","2.55555556","0.00388042","0.39130435","0.36721113","58","6","false","NCF1","76.25862069","58","0","0","0.82716049","false","0","NCF1","168218","0.10967502"
"7197","2.60731539","0.00142973","0.38353626","0.38146441","63","6","false","CCR2","68.76190476","63","0","0","0.8214094","false","0","CCR2","91662","0.10845726"
"7199","2.76604555","0.00147484","0.36152695","0.29047619","21","6","false","DBN1","52.80952381","21","0","0","0.80377272","false","0","DBN1","45230","0.10789756"
"7201","2.56590752","0.00131491","0.38972566","0.40324675","56","6","false","STAT5B","75.5","56","0","0","0.82601028","false","0","STAT5B","90526","0.10894661"
"7203","2.66321601","0.00282394","0.37548588","0.3025641","40","6","false","ITGA5","60.775","40","0","0","0.81519822","false","0","ITGA5","113662","0.1042024"
"7205","2.77087647","0.00100594","0.36089664","0.46153846","26","6","false","ARPC5","58.84615385","26","0","0","0.80323595","false","0","ARPC5","35914","0.1169139"
"7208","2.38785369","0.02145462","0.41878613","0.12793667","89","6","false","LRRK2","47.82022472","89","0","0","0.84579403","false","0","LRRK2","673002","0.05539769"
"7210","2.68391994","0.00261483","0.37258935","0.38104839","32","6","false","ANPEP","68.375","32","0","0","0.81289778","false","0","ANPEP","100646","0.12016696"
"7212","2.53140097","0.00785231","0.39503817","0.27386541","72","6","false","NOD2","61.86111111","72","0","0","0.82984434","false","0","NOD2","293070","0.08682506"
"7214","2.68391994","0.00225778","0.37258935","0.27635328","27","6","false","TUBA1A","57.14814815","27","0","0","0.81289778","false","0","TUBA1A","87876","0.09915123"
"7216","2.61766736","0.00507252","0.38201951","0.26376812","46","6","false","FADD","54.95652174","46","0","0","0.82025918","false","0","FADD","175620","0.0857337"
"7219","3.02277433","1.3054E-4","0.33082192","0.4","5","6","false","XPO6","72.4","5","0","0","0.7752473","false","0","XPO6","6558","0.25226481"
"7221","2.92753623","0.00199381","0.34158416","0.23076923","13","6","false","TWF2","42.84615385","13","0","0","0.78582931","false","0","TWF2","48788","0.12072347"
"7223","2.68875086","0.00403787","0.37191992","0.22816399","34","6","false","CTNNA1","54.52941176","34","0","0","0.81236102","false","0","CTNNA1","121814","0.09637046"
"7225","2.61973775","0.00531745","0.3817176","0.26124819","53","6","false","CEBPB","56.83018868","53","0","0","0.82002914","false","0","CEBPB","196354","0.09008685"
"7227","2.65769496","0.00317747","0.3762659","0.29346622","43","5","false","GABARAP","42.69767442","43","0","0","0.81581167","false","0","GABARAP","126634","0.07212445"
"7230","2.6252588","0.00261867","0.38091483","0.3549809","83","6","false","TLR8","59.98795181","83","0","0","0.81941569","false","0","TLR8","156354","0.09981356"
"7233","2.69220152","0.00215743","0.37144322","0.46702317","34","6","false","CFLAR","71.17647059","34","0","0","0.81197761","false","0","CFLAR","93618","0.12570152"
"7235","2.95307108","8.7666E-4","0.33863052","0.19444444","9","6","false","CAMKK2","49.0","9","0","0","0.7829921","false","0","CAMKK2","19700","0.14837398"
"7237","2.60110421","0.00617908","0.38445211","0.20265549","54","5","false","GNAI2","49.24074074","54","0","0","0.82209953","false","0","GNAI2","224722","0.07578611"
"7239","2.58247067","0.00249591","0.38722608","0.29879741","47","6","false","TLN1","58.63829787","47","0","0","0.82416993","false","0","TLN1","104966","0.08597991"
"7241","2.76466529","0.00135658","0.36170744","0.4025974","22","6","false","BAIAP2","63.0","22","0","0","0.80392608","false","0","BAIAP2","45966","0.12607032"
"7243","2.77087647","0.00677693","0.36089664","0.12820513","27","6","false","PRMT5","44.25925926","27","0","0","0.80323595","false","0","PRMT5","203368","0.09174383"
"7245","2.59075224","0.00118733","0.38598828","0.37101449","46","6","false","CXCR2","74.58695652","46","0","0","0.82324975","false","0","CXCR2","78052","0.11301054"
"7248","2.69013112","0.00215645","0.37172909","0.36908213","46","6","false","HCLS1","56.45652174","46","0","0","0.81220765","false","0","HCLS1","78750","0.09988457"
"7250","2.86128364","3.9961E-4","0.34949349","0.59558824","17","6","false","WIPF2","58.05882353","17","0","0","0.79319071","false","0","WIPF2","14218","0.13711584"
"7252","2.74741201","0.00167963","0.3639789","0.60818713","19","6","false","FGF13","90.47368421","19","0","0","0.80584311","false","0","FGF13","52852","0.17378543"
"7254","2.73706004","0.00383677","0.36535552","0.22916667","33","6","false","ZYX","46.66666667","33","0","0","0.80699333","false","0","ZYX","111422","0.09043745"
"7256","2.62111801","0.0064477","0.38151659","0.2599445","47","6","false","ULK1","43.14893617","47","0","0","0.81987578","false","0","ULK1","198714","0.06890213"
"7258","2.95652174","9.248E-5","0.33823529","0.26666667","6","6","false","FLII","86.5","6","0","0","0.7826087","false","0","FLII","4630","0.25953815"
"7260","2.45755694","0.00578981","0.40690817","0.23173077","65","5","false","GSK3B","57.21538462","65","0","0","0.83804923","false","0","GSK3B","234492","0.07187862"
"7262","2.93650794","0.00138382","0.34054054","0.20512821","13","6","false","LASP1","46.76923077","13","0","0","0.78483245","false","0","LASP1","36516","0.13356844"
"7264","2.50724638","0.00783062","0.39884393","0.16705882","51","5","false","PSEN1","47.56862745","51","0","0","0.83252818","false","0","PSEN1","234310","0.06306236"
"7266","2.76604555","4.1991E-4","0.36152695","0.43666667","25","6","false","FMNL1","61.48","25","0","0","0.80377272","false","0","FMNL1","21418","0.12395161"
"7269","2.60110421","0.00344117","0.38445211","0.33082707","57","6","false","SOCS3","62.36842105","57","0","0","0.82209953","false","0","SOCS3","138946","0.09681813"
"7272","2.80400276","0.00231577","0.35663303","0.2987013","22","6","false","MX2","53.04545455","22","0","0","0.79955525","false","0","MX2","90164","0.11315074"
"7274","2.90752243","4.0388E-4","0.34393544","0.39215686","18","6","false","HIP1","43.94444444","18","0","0","0.78805306","false","0","HIP1","14146","0.11703704"
"7276","2.58730159","0.00195333","0.38650307","0.38340152","59","6","false","NLRP3","69.03389831","59","0","0","0.82363316","false","0","NLRP3","106710","0.10520876"
"7279","2.87163561","6.4436E-4","0.3482336","0.41666667","16","6","false","HEY1","63.5625","16","0","0","0.79204049","false","0","HEY1","22274","0.15563725"
"7281","2.42857143","0.01063478","0.41176471","0.1875","64","5","false","SNCA","56.703125","64","0","0","0.84126984","false","0","SNCA","384650","0.06788922"
"7283","2.64251208","0.00171167","0.37842779","0.34879032","32","6","false","PLAUR","77.75","32","0","0","0.81749866","false","0","PLAUR","71146","0.12515097"
"7285","2.55141477","0.00200902","0.39193941","0.36954365","64","6","false","STAT5A","74.421875","64","0","0","0.82762058","false","0","STAT5A","134312","0.10526432"
"7287","2.77915804","0.0020716","0.35982121","0.36842105","20","6","false","TUBB4B","57.8","20","0","0","0.80231577","false","0","TUBB4B","63298","0.12020833"
"7289","2.65079365","0.00283694","0.37724551","0.31020408","50","6","false","MYO1F","57.38","50","0","0","0.81657848","false","0","MYO1F","116844","0.09515755"
"7291","2.66804693","0.00434628","0.374806","0.25177809","38","6","false","RBPJ","48.39473684","38","0","0","0.81466145","false","0","RBPJ","136828","0.08310725"
"7293","2.75293306","0.00171622","0.36324893","0.3952381","21","6","false","E2F1","66.66666667","21","0","0","0.80522966","false","0","E2F1","49252","0.12960904"
"7295","2.46928916","0.00912712","0.40497485","0.24559023","67","5","false","ATG7","53.80597015","67","0","0","0.83674565","false","0","ATG7","325094","0.06958738"
"7297","2.94202899","5.3162E-4","0.33990148","0.2","15","6","false","SVIL","36.46666667","15","0","0","0.784219","false","0","SVIL","13986","0.10562016"
"7299","2.43202208","0.00628901","0.41118048","0.2134523","94","6","false","RAC1","52.74468085","94","0","0","0.84088644","false","0","RAC1","324310","0.06519738"
"7301","2.7715666","0.00431667","0.36080677","0.15402299","30","6","false","SERPINA1","40.3","30","0","0","0.80315927","false","0","SERPINA1","123918","0.08227676"
"7303","2.8005521","0.00236613","0.35707245","0.19047619","21","6","false","ZFP36","51.57142857","21","0","0","0.79993866","false","0","ZFP36","69726","0.11131725"
"7305","2.65976536","0.00188528","0.37597302","0.42907801","48","6","false","FPR1","69.0625","48","0","0","0.81558163","false","0","FPR1","87354","0.11623176"
"7307","2.51276743","0.00413378","0.39796759","0.28211773","74","6","false","VAV1","63.87837838","74","0","0","0.83191473","false","0","VAV1","205794","0.08667351"
"7309","2.9178744","4.0687E-4","0.34271523","0.17582418","14","6","false","ANXA11","41.35714286","14","0","0","0.78690284","false","0","ANXA11","14750","0.11180124"
"7311","2.58937198","0.00220663","0.38619403","0.28812057","48","5","false","PIK3CD","63.54166667","48","0","0","0.82340311","false","0","PIK3CD","113518","0.09555138"
"7313","2.64182195","0.00165922","0.37852665","0.36198463","54","6","false","S100A8","67.31481481","54","0","0","0.81757534","false","0","S100A8","89240","0.11197387"
"7315","2.85852312","8.0858E-4","0.349831","0.52380952","22","6","false","AIM2","61.09090909","22","0","0","0.79349743","false","0","AIM2","37582","0.14273577"
"7317","2.4699793","0.00744757","0.40486169","0.24372587","112","6","false","ITGB2","55.57142857","112","0","0","0.83666897","false","0","ITGB2","352746","0.07399658"
"7319","2.79296066","0.00119865","0.35804299","0.38571429","21","6","false","RNASEL","63.85714286","21","0","0","0.80078215","false","0","RNASEL","47184","0.13576494"
"7321","2.89164941","0.00205412","0.34582339","0.14102564","13","6","false","MYO7A","50.92307692","13","0","0","0.78981673","false","0","MYO7A","52956","0.13112794"
"7323","2.79434092","9.9048E-4","0.35786614","0.27894737","20","6","false","HSPA1B","53.3","20","0","0","0.80062879","false","0","HSPA1B","41066","0.11536797"
"7325","2.6673568","8.3838E-4","0.37490298","0.42276423","42","6","false","IL6R","71.69047619","42","0","0","0.81473813","false","0","IL6R","50088","0.12250712"
"7327","2.72532781","0.00274794","0.36692834","0.1453202","29","6","false","PSTPIP1","48.62068966","29","0","0","0.80829691","false","0","PSTPIP1","87812","0.09011665"
"7329","2.78467909","0.00486844","0.35910781","0.2","26","6","false","AGO4","47.46153846","26","0","0","0.80170232","false","0","AGO4","145800","0.10138363"
"7331","2.88060732","0.00119074","0.34714902","0.45454545","12","6","false","FLOT2","56.66666667","12","0","0","0.79104363","false","0","FLOT2","27108","0.14252729"
"7333","2.69082126","0.00308354","0.37163375","0.41160028","54","6","false","CD163","65.7037037","54","0","0","0.81213097","false","0","CD163","146398","0.11859874"
"7335","2.86542443","0.00280158","0.34898844","0.13852814","22","6","false","CAPZA2","32.54545455","22","0","0","0.79273062","false","0","CAPZA2","71236","0.08126722"
"7338","3.04899931","4.9811E-4","0.32797646","0.1","5","6","false","TRPM6","59.6","5","0","0","0.77233341","false","0","TRPM6","11756","0.22519084"
"7340","2.65838509","0.0032289","0.37616822","0.42592593","28","6","false","PLAU","77.17857143","28","0","0","0.81573499","false","0","PLAU","96952","0.12708873"
"7342","2.5610766","0.00537397","0.39046079","0.33664596","70","5","false","NCF4","64.32857143","70","0","0","0.82654704","false","0","NCF4","226502","0.09402673"
"7344","2.73084886","9.8442E-4","0.3661865","0.46253469","47","6","false","IL1R1","64.17021277","47","0","0","0.80768346","false","0","IL1R1","52894","0.12364203"
"7347","2.7715666","0.00526801","0.36080677","0.15333333","25","6","false","YBX1","44.8","25","0","0","0.80315927","false","0","YBX1","142848","0.09327766"
"7349","2.58247067","0.00358648","0.38722608","0.2996337","91","6","false","FCGR3B","57.93406593","91","0","0","0.82416993","false","0","FCGR3B","216012","0.08995973"
"7351","2.73636991","8.8614E-4","0.36544767","0.33766234","22","6","false","FLOT1","60.22727273","22","0","0","0.80707001","false","0","FLOT1","37458","0.11493754"
"7354","2.7294686","5.7543E-4","0.36637168","0.37229437","22","6","false","CAPN1","72.81818182","22","0","0","0.80783682","false","0","CAPN1","25070","0.1373928"
"7356","2.51552795","0.00401188","0.39753086","0.32506479","74","6","false","NCF2","69.09459459","74","0","0","0.83160801","false","0","NCF2","221442","0.09526561"
"7359","2.71221532","0.00126946","0.36870229","0.31521739","24","6","false","VDR","66.125","24","0","0","0.80975385","false","0","VDR","51606","0.11979167"
"7361","2.75293306","0.00774342","0.36324893","0.09716599","39","6","false","FURIN","30.46153846","39","0","0","0.80522966","false","0","FURIN","207424","0.06123619"
"7363","2.85438233","0.0018757","0.35033849","0.18947368","20","6","false","EGLN1","35.55","20","0","0","0.79395752","false","0","EGLN1","46818","0.0853012"
"7365","2.87232574","7.119E-5","0.34814993","0.57894737","19","6","false","CASP4","65.05263158","19","0","0","0.79196381","false","0","CASP4","4886","0.15713196"
"7367","2.77708765","0.00654274","0.36008946","0.17234848","33","6","false","TXNRD1","37.96969697","33","0","0","0.80254582","false","0","TXNRD1","189868","0.08074333"
"7369","2.76190476","0.00195868","0.36206897","0.27667984","23","6","false","GLI3","53.34782609","23","0","0","0.8042328","false","0","GLI3","71324","0.10860692"
"7371","2.56659765","0.00413105","0.38962087","0.27246377","46","5","false","MAP3K5","59.19565217","46","0","0","0.82593359","false","0","MAP3K5","142922","0.08622766"
